index,reviews
1117,Barang sesuai deskripsi dan ekspektasi. Seller gercep dan recommended.
1118,"barang sesuai pesanan, respon penjual baik dan pengiriman cepat"
1119,Barang bagus sesuai diskripsi
1120,Barang bagus sesuai diskripsi
1121,"Terimakasih, mendarat dan dapat difungsikan dengan cukup mudah"
1122,"qualitas video lumayan, sesuai harga. awalnya mengira kalau 4k, qualitasnya sama semua ternyata tidak 😅. Pengiriman cepat dan aman. thanks seller."
1123,"Segel, recomended seller"
1124,"packing aman, pengiriman cepat, kwalitas bagus"
1125,"top seller..
barang orii dan bagusss.."
1126,🙏🏻
1127,"packing rapih barang sampai dengan aman ,, admiin nya ramah dan menjelaskan secara rinci"
1128,Mantap terasa..
1129,packing rapih dan baguss barangnya
1130,bagus
1131,Great product great brand great seller.. terima kasih banyak
1132,Thank you so much!!!
1133,belum dicoba untuk sound qualitynya.. tapi barang datang dengan aman dan berfungsi sebagaimana mestinya 👍👍👍👍👍
1134,"Barang sudah diterima, sesuai deskripsi, kualitas sangat baik.."
1135,"Sudah sering belanja di JPC Kemang dan pelayanannya selalu memuaskan,barang nya tentu original dan packing sudah pasti aman."
1136,"seperti biasa, Top Seller, barang sesuai, packing sangat aman, pengiriman tepat wkt."
1137,Berdungsi normal dan tentumya 100% original
1138,"packing aman, kirim sesuai jadwal. terpercaya."
1139,thanks .. it’s original
1140,bagus pelayanan top
1141,"Seller fast respon, komunikatif dan solutif. Super rekomended belanja disini. terima kasih"
1142,oke nice
1143,"Seller responsif, barangnya bagus, pengiriman cepat, packing bagus. Udah beberapa kali beli di sini."
1144,"Packing aman...
Barang mantap...."
1145,Original semua skalian ambil baterai dan lensa Rf 50mm
1146,Mantapp barang ori dan pengirimannya cepat semoga jpckemang lancar selalu
1147,"Pengiriman cepat, seller juga informatif konfirmasi dulu apakah lensa cocok dengan kamera yang digunakan. Kualitas barang juga oke, aman packagingnya 👌🏻"
1148,"Pengiriman cepat, seller juga informatif konfirmasi dulu apakah lensa cocok dengan kamera yang digunakan. Kualitas barang juga oke, aman packagingnya 👌🏻"
1149,"Mantep Lexar mah, durabilitasnya gak perlu diragukan lagi. gak kaya brand sebelah yang dikit2 data corrupt🤣"
1150,"Mantap Mantap Mantap Mantap Mantap Mantap Mantap

Mantap"
1151,"Barang sesuai deskripsi dan gambar, pengiriman dan respon cepat"
1152,JPC paling komplit dan banyak bonus nya... Top lah
1153,Cocok sama kamera aku
1154,mantep banget bisa pake dua NPF batere dan dudukannya udah termasuk
1155,"barang original, pengiriman sangat cepat."
1156,"barang original, pengiriman sangat cepat."
1157,"kualitas suara oke banget.
best wireless mic buat yang suka iseng2 rekam video (bkn yang nyari utk profesional.)
dan worth it bgt utk harganya"
1158,bahannya bagus. pas di lensa 16-55mm
1159,true
1160,"Goks, enak buat street photo. Tested on Sony A5000."
1161,"packing rapih, pengiriman cepat.
terimakasih"
1162,"Nambah batre lagi, thanksss!!"
1163,Good qualityyy!!
1164,bintang lima bintang lima bintang lima bintang lima
1165,"packing aman dan rapi, pesen kmaren malem sore ini udh sampe👍"
1166,"pelayanan bagus, semua penjelasna lengkap, dan sabar banget melayani semua pertanyaan customer. memang the best belanja disini"
1167,Barang berfungsi dengan baik.
1168,"Pengiriman aman dan cepat (karena emng pilih instant), admin super ramah dan informatif🌟🌟🌟🌟🌟"
1169,"Pengiriman aman dan cepat (karena emng pilih instant), admin super ramah dan informatif🌟🌟🌟🌟🌟"
1170,Barang sesuai deskripsi. Prlayanan bagus
1171,"barang berfungsi dengan baik, pengiriman lebih cepat dari yang dijanjikan, mantap"
1172,Cepat sampai
1173,"bukan main pengiriman cepat, original. benar benar profesional"
1174,cakeupppp!!! pengiriman lancar emang gak salah pilih di jpc kemang
1175,Mantaf pelayanan pooll bgt. Makasih  admin nya sangat membantu
1176,Mantaf pelayanan pooll bgt. Makasih  admin nya sangat membantu
1177,Mantaf pelayanan pooll bgt. Makasih  admin nya sangat membantu
1178,"Tidak ada masalah dengan produknya, selalu original dan pengiriman cepat, sudah biasa beli di sini, baik toko fisik maupun market place, cuma kecewa Ketika mau rubah pesa... "
1179,"Tidak ada masalah dengan produknya, selalu original dan pengiriman cepat, sudah biasa beli di sini, baik toko fisik maupun market place, cuma kecewa Ketika mau rubah pesa... "
1180,"Tidak ada masalah dengan produknya, selalu original dan pengiriman cepat, sudah biasa beli di sini, baik toko fisik maupun market place, cuma kecewa Ketika mau rubah pesa... "
1181,Produk sampai dengan selamat. Cepat banget bagai kilat. Aman. I'm lovin it!
1182,"Produk sesuai deskripsi.. berfungsi normal..daya maksimal sekitar 8 Watt.. packing mantaps, dirangkap.."
1183,mantuullllllll
1184,layanan cepat .packing aman..mantap
1185,filter marumi ini benar2 keren coatingnya sangat bagus cocok untuk foto sport di terik matahari bantu cahaya cut uv selain itu sangat tipis dan mudah di nersihkan air tid... 
1186,"seller fast respon, barang mendarat dengan selamat puas pokonya belanja di store ini
berikut beberapa testimoni dari lensa inj"
1187,mantap!
1188,"barang sesuai,sudah beberapa kali beli peralatan ditoko ini"
1189,"Mantap, komunikasinya juga enak. Pengirimannya juga cepat sekali"
1190,"barang sesuai, packing rapih, dan pelayanan Admin 👍🏼"
1191,"Lengkap, barang ori, exp masih aman"
1192,"kiriman cepat, packing rapi, bagus dan aman. barang ori dan bersegel."
1193,"pengiriman cepat,, pacling rapih,, barang ori"
1194,"pengiriman cepat,, packing rapih  original"
1195,"Barang sesuai deskripsi, pas di lensa"
1196,"mantap original, berfungsi dengan baik. terimakasih"
1197,"selalu jadi toko pilihan utama buat beli paper instax, exp date masih lama, barang original. good job 👍🏻"
1198,packing aman dan kondisi mulus. kamera berfungsi baik
1199,Mantap! Puas pol Terima kasih jpc kemang.
1200,"Paket aman di bubble wrap, sudah pasti ori dan bagus 👍"
1201,"Kelengkapan standar.
Produk resmi dan bergaransi.
Pengiriman cepat dan aman.
Fitur dan fungsi kamera berjalan baik, perlu eksplor lagi fitur2 nya."
1202,"Packaging sangat baik, barang sesuai deskripsi, Seller sangat baik dalam berkomunikasi dengan customer. Very helpful. Keep up the good work. Belum dicoba tapi sepertinya... "
1203,Mantap 👍🏻👍🏻
1204,Great service at the shop. Highly recommended.
1205,Oke
1206,"Barang nyampe cepet cuman 2 hari mantap. Packing aman banget dan keterangan untuk pembelian sangat jelas, admin nya juga ramah. Semoga semakin semangat berkarya. Terimaka... "
1207,"h+1 udah sampe, terimakasih Om"
1208,"Packing rapi, pengiriman cepat, produk original"
1209,"Suara clear dan mantap... kualitas suara jauh diatas saramon, hampir sebanding dengan eartc.. bobot ringan dan nyaman.. datang molor tidak sesuai estimasi tapi masih oke. t... "
1210,Cocok sesuai pesanan
1211,"pengiriman cepat, admin responsif. terbaik selalu jpckemang"
1212,Mantul mantul terima kasih mimin yang baik hati
1213,"Barang presisi, seller konfirmasi sebelum menerima pesanan."
1214,barang sudah kami terima dengan baik sesuai gambar dan deskripsi. terima kasih
1215,Mantap top
1216,Toko terpercaya. Respon cepat. Barangnya oke
1217,"Awalnya sy pikir seller salah kirim, krn di paket pengiriman ada 2 unit screen guard. Perasaan pesen 1 ajah, Setelah sy cek memang pesanananya bener 2 unit, ternyata sy y... "
1218,Barang bagus...sudah dipakai dan kualitas rekaman suara oke
1219,"packing an rapi, mulus,cepat dan mantul sekali👍👍👍👍"
1220,"camera sdh diterima, recselll. kecuali expedisi PAXEL tdk mengantar paket sesuai tujuan krn diluar coverage sehingga harus mengambil di pool mereka. seharusnya tdk terjad... "
1221,"Original! Sudah pesen dua kali
Trusted seller ☝🏼"
1222,"mantap 😊👍..
sukses selalu.."
1223,aman
1224,seller paling top dan pengiriman cepat
1225,proses dan pengiriman cepat produk sesuai dengan pesanan terima kasih
1226,"Pembelian kedua, terima kasih jpc kemang. Sukses selalu"
1227,"barang sempat bermasalah, tapi pihak JPC sangat responsif. mantap"
1228,"barangnya bagus saya suka banget dan ini kamera pertama saya, semua fiturnya fungsi respon dan pengirimannya juga cepat thanks to JPC kemang"
1229,barangnya berfungsi dengan baik semoga awet
1230,kerennn barang cepat sampai kualitas terbaik toopp
1231,Mantep pelayanannya. Seller ramah respon cepat.
1232,Mantap bgt
1233,Barang sudah sampai dengan selamat. Semoga awet
1234,Barangnya sudah sampai. Semoga awet
1235,Compact
1236,Keren barangnya. Seller juga oke. Sudah sering belanja di seller ini tidak pernah mengecewakan. Sukses terus yaa...
1237,sesuai pesanan. oke. semoga bagus
1238,"Alhamdulillah pesanan sudah saya terima dengan baik 🙏✨Terima kasih banyak yaa, recommended seller!! 🆙✨"
1239,"layanan dari JPCkemang setara dengan bintang lima , sangat cepat dan terpecaya , untuk lensa saya kasih bintang 4 , sesuai expetasi , lensa ini lebih ke arah lensa tidak... "
1240,pengiriman cepat dan kondisi barang oke banget
1241,"packingan rapih barang oke banget.
bolrh ditambahin lg bonus kamera EF nya nnti next time hahaha"
1242,keren barang nya kiriman nya kilatt udah langganan dari jaman nikon d200 rilis hahaha
1243,"selalu merasa aman dan puas setiap beli disini, baik online maupun offline, thankyou jpc!"
1244,"Packing aman, kualitas oke, af cepat auto mampus, pengiriman sat set cepat hanya 4 hari untuk jawa ke sulawesi"
1245,"Mantap, bagus AF cepat, kualitas oke"
1246,"mantap, pelayanan toko ramah"
1247,"Pelayanan dan respon seller sangat baik 👍.
Kualitas lensa baik. Hanya saja ada 1 titik merah didalam lensa yang terlihat via view finder... [cukup annoying]"
1248,"Pelayanan toko sangat bagus, gercep. Dan responsif.
Kualitas barang juga sangat bagus dan memuaskan."
1249,"Sesuai order, kualitas handgripnya bagus."
1250,Lensanya mantap
1251,"barang sesuai dan bagus... 
packing aman dan rapih... 
pengiriman cepat... 
walaupun di pembungkus agak penyok (mungkin karena di lempar)... tapi barang/isinya aman..."
1252,Barang ori.. kweren dah barangnya 👍👍
1253,micnya berfungsi dengan baik suaranya mantap
1254,"barang bagus,, recommended seller"
1255,Top markotop
1256,Mantaps
1257,Terbaik
1258,Top jempol
1259,Top
1260,Top
1261,Bagus dan puasss
1262,bagus dan ori
1263,"mendarat dengan sempurna, thankyou jpckemang 🔥🔥🔥 semakin jaya"
1264,"Pengiriman dari JPC sangat cepat. Dikirim di hari yang sama. Tentang barangnya, Feiyu F2 ini sangat rekomendasi buat pemula. Material walaupun plastik, tetapi sangat koko... "
1265,keliatannya bagus mungil2 kokoh perkasa semoga nantinya hasilnya memuaskan.
1266,"suda dicoba berfungsi sebgaimana mestinya, jpc kemang memang top"
1267,"Packaging baik, delivery baik, seller nya  terbaik. Product sesuai deskripsi, belum dicoba, semoga barang bagus."
1268,Diameter 85cm ternyata terlalu besar buat keylight di meja. Sepertinya memang terlalu mewah untuk setting meja saya
1269,"Lampu ini terlalu keren buat saya. Saya pilih COLBOR diantara lampu COB LED kelasnya karena bahannya metal, kecil, dan bowen mounting. Kebetulan harganya lagi diskon, bis... "
1270,"kurirnya gercep.. order, besoknya langsung sampe 👍"
1271,Pengiriman cpt oke. Respon oke. Barang belom tes. Semoga tetap semangat melayani dengan hati. nnti update klo dah dites. makasih min
1272,"Diterima cepat. Dipacking baik,. Semua aman.. Thanj you seller"
1273,"Barangnya original sesuai deskripsi, packaging aman, bundlingannya banyak banget,penjualnya amanah,harganya terjangkau dan pengirimannya tepat waktu"
1274,"Barang sesuai pesanan, Mantap pelayanan Ramah, dan oengiriman cepat, serta packingnya Rapi.. 🙏🙏"
1275,"sudah tiba tepat waktu, belum dicoba semoga normal semua"
1276,"Barang sesuai deskripsi, fast respond sekali seller nya, recommended seller, belum dipasang, mudah2an awet..."
1277,berfungsi dengan baik dengan Saramonic B500 B2
1278,"lensa lumayan tajam, dan ringan, enak buat dibawa travel"
1279,"Packing aman, pengiriman cepat, lensa cocok dengan kamera."
1280,"bukan yang paling smooth, dan butuh sedikit care lebih dibanding yang lain untuk dapat footage yang bagus. tapi paling gampang mem balance nya.... asal tau sela nya... en... "
1281,mantap seller ramah pengiriman cepat recomend 👍
1282,"Barang bagus, Respon cepat"
1283,"Packing pengiriman aman banget. Produknya juga bagus, material terlihat cukup kokok, premium. Kualitas suara juga udah lumayan banget untuk pemula. Garansi juga ada dan s... "
1284,"Pengiriman cepat, barang ori, berfungsi semua cakep, mudah2an awet, tpi utk batrai kaya cepet abis gitu ya. Baru dipake bentar bikin video 1 menit langsung kurang 1%. Dan... "
1285,"mantap, puas make nya"
1286,okay..
1287,"Mantaapppp... Respon seller cepat, pengiriman cepat bgt jam 14.00 order, jam 16.00 barang sdh sampai"
1288,"respon cepat, pengiriman cepat, top deh toko ini.."
1289,"respon cepat, pengiriman cepat, top deh toko ini.."
1290,"respon cepat, pengiriman cepat, top deh toko ini.."
1291,"Karena bentuknya 90derajat gitu, pas dicolok ke kamera jadinya gak bisa pas karena terganjal."
1292,"saya baru sadar tidak ada sepasang BodyCap, mema




Saya baru sadar tidak ada sepasang bodycap"
1293,"walau kecil tapi tetap diproses dan sampai cepat, kemasan aman"
1294,mantap
1295,"1.pengiriman yang sangat cepat. Toplah. 
2.barang sesuai harga. materialnya kokoh. berfungsi dengan baik. tetapi ball headnya sdikit keset. sblumnya saya menggunakan foto... "
1296,Test di blackmagic sampe di 2160p50. Semoga awet.. Seller oke
1297,"respon admin cepat, pengiriman cepat, sudah di tes dan performanya oke
Terima kasih 🙏"
1298,"Beli yang closfocus for sony gampang kocak dan pengaruh si fokusing lensa, kadang sering miss dan bleset, tapi pas beli yang biasa malah bagus fokusingnya"
1299,Ori lebih singset dan tahan lama
1300,adminnya informatif dan makesure lagi sebelum dikirim
1301,"kwalitas barang sangat bermutu 
packing sangat aman. fungsi semua normal dan bagus"
1302,Mantap banget
1303,Welcome to the club !
1304,Udah siap buat dipake ngontenin artis2 papan atas indonesia 😌
1305,"JPC Kemang gak pake basa-basi, sat set!!! Adminnya juga teliti, sempet diingetin karena salah pilih jenis kurir. Nice JPC 🤝"
1306,Barang sudah diterima dengan baik
1307,Barang sudah diterima dengan baik
1308,Sukses terus untuk lapaknya.... selebihnya biar bintang yang bicara ⭐️⭐️⭐️⭐️⭐️
1309,Sukses terus untuk lapaknya.... selebihnya biar bintang yang bicara ⭐️⭐️⭐️⭐️⭐️
1310,diterima
1311,sip
1312,"pesanan yang ke2 kali 
semua fitur berfungsi 
packing sangat aman"
1313,"produk original, proses cepat, packaging aman"
1314,"Sesuai pesanan, instantnya super kilat🫡"
1315,"recommended seller neh, tks gan..."
1316,"recommended seller neh, tks gan..."
1317,"recommended seller neh, tks gan..."
1318,Jos
1319,"barang bagus tpi belum dicoba, pengiriman baik"
1320,paket sesuai pesanan. packing rapi dan kuat dan malahan dikasih bonus cleaning kit. sangat rekomen buat belanja disini
1321,"produk sesuai pesanan, packing aman, kualitas produk baik semoga awet, pengiriman lumayan"
1322,Barang bagus.
1323,untuk hasil sangat bagus warna keren mungkin saran lebih dibanyakin stok model lain untuk instaxnya
1324,"Kiriman cepat, sudah di coba dan oke"
1325,kerennn desainnya bagusss..........😍😍😍
1326,"Barang original, pengiriman gercep, sudah dicoba barang berfungsi dengan baik"
1327,Mic wireless terkecil terkeren dan murah kualitas gak murahan
1328,pengiriman sehari jadi... produk sesuai deskripsi.. mantap
1329,"packingnya oke, barangnya aman semua
lengkap"
1330,"- Seller super responsive and replies fast
- informative discussion and straight to the point
- easy transaction and fast delivery
- safe packaging of item

5/5"
